annotation_id,target_kind,target_id,category,valid_from,valid_to,description,related_refs,media,is_resolved
b821_fractional_subtraction_unmodeled,building,B821,data_quality,1900-01-01,9999-01-01,Excel row 50: B821 = B821.KB2_VMM51 − 0.8 × B841.KB2_VM51. Fractional subtraction not topologically encoded; skipped because both meters report 0 delta during Jan-Feb 2026. Revisit when active.,,KYLA,True
prod_600_accounting_only,campus,GTN,data_quality,1900-01-01,9999-01-01,"Prod-600 is an Excel accounting virtual (total chilled-water production) that sums 4 source meters (B653, B654.KB1, B654.KB2, B661.KB1_Pkyl_Ack) at k=1. It has no downstream dependents. Not modeled in topology to avoid double-counting B653 and B654.KB2 which also feed B600-KB2. Preserved in meter_allocations.csv for documentation.",,KYLA,True
sparse_bidaily_sensors,campus,GTN,data_quality,1900-01-01,9999-01-01,B612.KB1_PKYL and B833.KB1_GF4 are bi-daily BMS sensors (reading only every other day — 31 readings over 59-day Jan+Feb window). Any hasSubMeter edge with these as parent will only subtract child flow on the days the parent has a reading. Affects B612/B641 (via B612.KB1_PKYL) and B833 (via B833.KB1_GF4). The gaps are fractions of the Excel values: B833 topology reports ~half the expected negative.,,KYLA,True
B621_kyla_drift_unclassified,building,B621,data_quality,1900-01-01,9999-01-01,"Kyla drift of ~4.1% vs Excel, both Jan and Feb 2026. Cause not yet classified. Flagged for diagnosis.",,KYLA,False
B622_kyla_drift_unclassified,building,B622,data_quality,1900-01-01,9999-01-01,"Kyla drift of ~4.1% vs Excel, both Jan and Feb 2026. Cause not yet classified. Same pattern as B621; likely shared root cause.",,KYLA,False
gtn_kyla_ref_doc_divergence,campus,GTN,unknown,1900-01-01,9999-01-01,"Reference formula doc (KYLA sheet) defines GTN building formulas using a different meter set than the current ontology. Doc uses KB1/KB2_VMM50_E + KB1_VMM51_E style meters (all confirmed present in Snowflake). Current ontology uses KB1_INT_VERK, KB1_PKYL, KB1_KylEffekt_Ack, KB2_Pkyl_Ack and virtual pool meters (B600-KB2, Prod-600, per-building .KYLA_VIRT). Current ontology delivers 86 of 98 building-months matching Excel cache — i.e. Excel accounting uses the same meter set as our ontology, not the doc's VMM50_E meters. Doc's formulas, if applied verbatim, would regress the reconciliation. Likely the doc reflects a planned meter-renaming pass that has not yet propagated to Excel. Retained current allocations; flagged doc divergence for upstream verification.",,KYLA,False
gtn_kyla_ref_doc_closed_houses_snv,campus,SNV,unknown,1900-01-01,9999-01-01,"Reference formula doc marks ALL SNV buildings as N/A for KYLA and notes 'STÄNGDA HUS RÄKNAS SOM ETT' for the closed-house group (B202/203/204/205/209). However, current SNV KYLA ontology has 22 buildings with real allocations and data (derived from the existing SNV Excel workbook, snv_kyla workstream). The doc appears to be incomplete / not yet authoritative for SNV KYLA. Current ontology retained; doc status noted.",,KYLA,False
gtn_kyla_dead_meters_group,campus,GTN,data_quality,1900-01-01,9999-01-01,"Four GTN KYLA meters are flat at zero for the entire reference period: B638.KB1_INT_VERK1, B643.KB1_INT_VERK, B821.KB2_VMM51, B841.KB2_VM51. Either dead counters or cooling branches that never activated. Excel cache mostly = 0 for these buildings' KYLA so impact on reconciliation is minimal. Flagged for on-site verification.",B638.KB1_INT_VERK1:d|B643.KB1_INT_VERK:d|B821.KB2_VMM51:d|B841.KB2_VM51:d,KYLA,False
gtn_kyla_ack_meters_non_monotonic,campus,GTN,data_quality,1900-01-01,9999-01-01,"Several GTN KYLA meters have the '_Ack' suffix (Ackumulerat = accumulated) and legitimately go up and down — they are state accumulators, not monotonic counters. Examples: B661.KB1_Pkyl_Ack (34 negative deltas), B653.KB2_WVÄRME_ACK, B674.KB1_PKYL2_Ack, B654.KB2_Pkyl_Ack, B654.KB1_KylEffekt_Ack. Their readings reflect accumulator state, not cumulative energy. The delta-based anomaly scanner flags these but they are by design.",,KYLA,True
gtn_kyla_b642_inactive,meter,B642.KB1_INT_VERK_1,data_quality,1900-01-01,2025-09-10,B642.KB1_INT_VERK_1 flat at zero for 252 days ending 2025-09-10. Possibly decommissioned or physically disconnected; picked up activity only very late in the period. B642 KYLA Excel value is minimal.,B642.KB1_INT_VERK_1:d,KYLA,False
gtn_kyla_b661_intverk_summer_flat,meter,B661.KB1_INTVERK,data_quality,1900-01-01,2025-08-07,B661.KB1_INTVERK was flat for 218 days ending 2025-08-07 (first 7 months of 2025). Large-magnitude meter in active season (median 0.4 MWh/day but bursty to 3 MWh/day). Likely commissioned mid-2025 or prior gateway outage. Historical gap; not patched. Confirmed reporting normally since.,B661.KB1_INTVERK:d,KYLA,True
gtn_kyla_b833_gf4_bursty,meter,B833.KB1_GF4,data_quality,1900-01-01,9999-01-01,B833.KB1_GF4 shows a 90-day max flat run but bursts to 986 MWh/day. This is the bi-daily BMS polling pattern already noted in b833_negative_sparse — the meter reports on a sparse cadence (~31 reads over 59 days). Cumulative is correct; per-day view shows bursts. See b833_negative_sparse for the downstream implications.,B833.KB1_GF4:d,KYLA,True
gtn_kyla_b612_pkyl_bursty,meter,B612.KB1_PKYL,data_quality,1900-01-01,9999-01-01,"B612.KB1_PKYL shows bursty reporting (88-day max flat, max 1556 MWh/day delta). Likely same sparse-polling pattern as B833.KB1_GF4. Cumulative totals remain correct; daily-resolution views show jumps.",B612.KB1_PKYL:d,KYLA,True
gtn_kyla_b631_vmm51_sep_event,meter,B631.KB1_VMM51_E,data_quality,2025-06-03,2025-09-30,B631.KB1_VMM51_E had a 119-day flat ending 2025-09-30 plus 1 negative delta event. Could be a gauge reset or transient offline. Small absolute impact (median 0.2 MWh/day). Historical context only; meter has been reporting healthy daily values throughout the reconciliation window (Dec 2025 onwards).,B631.KB1_VMM51_E:d,KYLA,True
gtn_kyla_b658_vmm51_spring_flat,meter,B658.KB2_VMM51_E,data_quality,1900-01-01,2025-03-26,B658.KB2_VMM51_E flat 70 days ending 2025-03-26. Low-magnitude cooling meter; pre-season dormancy pattern common to chilled-water sub-meters. Accepted.,B658.KB2_VMM51_E:d,KYLA,True
gtn_kyla_b623_intverk_jan_flat,meter,B623.KB1_INT_VERK1,data_quality,2025-12-07,2026-01-09,B623.KB1_INT_VERK1 flat 34 days ending 2026-01-09. Low-magnitude (median 0.16 MWh/day). Winter dormancy on a cooling circuit is expected. Accepted.,B623.KB1_INT_VERK1:d,KYLA,True
b612_pkyl_daily_fill_synthetic,meter,B612.KB1_PKYL,data_quality,2025-09-12,2026-02-28,"Added derived timeseries B612.KB1_PKYL:d.daily to give the bi-daily raw a daily heartbeat. Implementation: aggregation=interpolate, sources=B612.KB1_PKYL:d, valid_from=2025-09-12 (after the Sept counter step), valid_to=2026-02-28. Source endpoints are both 20097 (the counter has been flat since Sept 2025), so every interpolated daily reading is 20097 and every daily delta is 0. The new ref is preferred=True; the raw :d ref stays preferred=False (untouched, just deprioritized). Purpose: lets B641.KYLA_VIRT (fed at k=0.1 from B612.KB1_PKYL) exist on every day so its daily fractional B637/B638 sub fires. Extend valid_to once a March 2026 raw reading lands.",B612.KB1_PKYL:d.daily,KYLA,True
b833_gf4_daily_fill_synthetic,meter,B833.KB1_GF4,data_quality,2025-09-08,2026-02-28,"Added derived timeseries B833.KB1_GF4:d.daily to give the bi-daily raw a daily heartbeat, same pattern as b612_pkyl_daily_fill_synthetic. Implementation: aggregation=interpolate, sources=B833.KB1_GF4:d, valid_from=2025-09-08 (after the last counter step), valid_to=2026-02-28. Source endpoints are both 11439 (counter flat since Sept 2025), so daily delta=0. Purpose: lets the B833.KB1_GF4 → B834.KB2_INT_VERK hasSubMeter sub fire on every day instead of only on bi-daily polling days. Extend valid_to once a March 2026 raw reading lands.",B833.KB1_GF4:d.daily,KYLA,True
B614_bursty_makeup,meter,B614-V2-GF4,data_quality,1900-01-01,9999-01-01,"B614 kyltornsvatten reports on ~2-day cadence (215 rows / 424 days, ~95% zero-flow). Bursts up to 504k L/day (e.g. 2025-09-06) are cumulative catchups, not spikes. Counter monotonic; total is correct. Daily-resolution views will look bursty.",,KYLTORNSVATTEN,True
gtn_kyltornsvatten_ref_doc_empty,campus,GTN,unknown,1900-01-01,9999-01-01,Reference formula doc sheet 'KYLTORN V2' exists but has no populated formulas (header only). Current workstream ontology predates the doc and continues to be authoritative. Re-check when the doc is populated.,,KYLTORNSVATTEN,False
B611_V2_VM21_spring_flat,meter,B611.V2_VM21,data_quality,1900-01-01,2025-05-01,"B611.V2_VM21 cooling-tower make-up flat for 120 days ending 2025-05-01 (winter dormancy). Cooling towers typically off in cold months; this is expected seasonal behaviour, not a data gap.",B611.V2_VM21:d,KYLTORNSVATTEN,True
jan8_counter_reset,campus,GTN,data_quality,2025-01-08,2025-01-09,Campus-wide counter reset across all 43 värme meters. Counters dropped to near-zero then resumed normal operation. NOT device swaps — systematic event. All meters affected simultaneously.,,VARME,True
B658_offline,meter,B658.VP1_VMM61,outage,2026-02-02,2026-02-02,Counter reset to 0 and stayed dead. Leaf meter — no children to patch from. Excel shows Feb=0 MWh.,,VARME,True
B833_61_offline,meter,B833.VP1_VMM61,outage,2026-02-19,2026-02-19,Counter frozen from Feb 19. Patched from VMM62 + B834 (VÅ9_41 excluded; not in Excel B833 formula). Feb topology = 158 MWh; Excel cache = 135 MWh (Excel reads frozen counter and misses 23 MWh of post-Feb-19 consumption). Ontology is more accurate than Excel here.,B833.VP1_VMM61:d.patch,VARME,True
B833_62_offline,meter,B833.VP1_VMM62,outage,2026-02-19,2026-02-19,Counter frozen from Feb 19. Leaf meter on same building as VMM61. Both B833 meters went offline same day — likely building-level BMS issue.,,VARME,True
B612_61_flat,meter,B612.VP2_VMM61,data_quality,1900-01-01,9999-01-01,PDF root for VP2 circuit but reported zero delta for 35 of 424 days. Not used in any Excel formula. Meter may be decommissioned or intermittent. Data unreliable for conservation validation.,,VARME,False
B615_B642_independent,building,B614,data_quality,1900-01-01,9999-01-01,B615 and B642 are independent subtractions in Excel B614 formula (not in series as PDF suggests). Topology aligns with Excel: B614→B615 and B614→B642 as separate hasSubMeter edges. PDF arrow B615→B642 not used — would overcount.,,VARME,True
B616_siblings,building,B616,data_quality,1900-01-01,9999-01-01,B616 VP1_VMM61 / VP1_VMM62 / VS2_VMM61 / VÅ9_VMM41 are parallel + terms in Excel. Topology treats them as independent roots (not chained). Only B661 is a hasSubMeter child of VP1_VMM62 per Excel.,,VARME,True
B661_role_merge,meter,B661.VP1_VMM61,data_quality,1900-01-01,9999-01-01,PDF labels this meter VS1 (secondary); Excel/Snowflake label it VP1 (primary). Same physical meter — merged to canonical VP1.,,VARME,True
B821_role_merge,meter,B821.VP1_VMM61,data_quality,1900-01-01,9999-01-01,PDF labels this meter VS1 (secondary); Excel/Snowflake label it VP1 (primary). Same physical meter — merged to canonical VP1.,,VARME,True
B674_VÅ9_upstream,building,B674,data_quality,1900-01-01,9999-01-01,Heat recovery (VÅ9) meters are upstream of primary (VP) meters — arrow-confirmed in PDF. VÅ9 output enters primary circuit before VP1/VP2 meters. Unusual but physically correct.,,VARME,True
B621_unmetered,meter,B621.VP1_VMM61,data_quality,1900-01-01,9999-01-01,91.5% of intake unaccounted by downstream meters. B621.VÅ9_VMM41 (PDF-only) has no Snowflake data. High residual likely due to unmetered recovery circuit.,,VARME,False
B621_vp1_offline_mar,meter,B621.VP1_VMM61,outage,2025-03-10,2025-03-24,Counter offline + catch-up flushes on 2025-03-20 (+226 kWh) and 2025-03-24 (+87 kWh). Patched via interpolate between clean endpoints 2025-03-09 (65149.77) and 2025-03-25 (65485.9); ~21 kWh/day. Same window as B621.Å1_VMM70 (ANGA) — likely B621 gateway outage affecting both media.,B621.VP1_VMM61:d.patch,VARME,True
B643_vp1_offline_apr,meter,B643.VP1_VMM61,outage,2025-03-31,2025-04-10,"Counter offline 2025-03-31 through 2025-04-09, single catch-up flush on 2025-04-10 (+74 kWh). Patched via interpolate; ~6.5 kWh/day. B643.VÅ9_VMM42 offline same window — likely B643 gateway outage.",B643.VP1_VMM61:d.patch,VARME,True
gtn_varme_ref_doc_formula_verified,campus,GTN,unknown,1900-01-01,9999-01-01,"All GTN VÄRME building formulas cross-checked verbatim against reference/reference_formula_doc/the_only_one_formula_doc.xlsx (VÄRME sheet). 29/29 metered buildings match current meter_allocations including asymmetric pool chains: B611 3+/4−, B612 4+/4−, B616 4+/1−, B621 1+/3−, B614 2+/2−, B650 2+/1−, B833 2+/1−. 7 N/A buildings (B651, B653, B659, B664, B843, B850/662, B869) correctly absent.",,VARME,True
gtn_varme_va9_doc_empty,campus,GTN,unknown,1900-01-01,9999-01-01,"Reference formula doc has a dedicated VÅ9 sheet (heat-recovery, 'värmeåtervinning') but it is empty (header only). VÅ9 meters (B611.VÅ9_VMM41_E, B614.VÅ9_VMM41_E, B616.VÅ9_VMM41_E, B625.VÅ9_VMM41_E) are already modelled as + terms inside the respective buildings' VÄRME formulas per the doc's VÄRME sheet. No separate VÅ9-level accounting is emitted. Re-check if the VÅ9 sheet is populated in a future doc revision.",,VARME,False
B654_vp2_summer_flat,meter,B654.VP2_VMM61,data_quality,2025-04-18,2025-07-08,B654.VP2_VMM61 flat for 81 days ending 2025-07-08. Normal summer heating-season off period; median ~6 MWh/day in active season. No data gap.,B654.VP2_VMM61:d,VARME,True
B600NS_parallel,meter,B600N.Å1_VMM71,data_quality,1900-01-01,9999-01-01,B600N and B600S are parallel intakes (north/south spine) not series. naming_index_chain wrongly inferred parent-child. Removed via topology_overrides.,,,True
B600S_offline,meter,B600S.Å1_VMM71,outage,2026-01-17,2026-01-17,Patched from 9 children's readings (sum aggregation). Counter froze Jan 17 then reset to 0 on Feb 2.,B600S.Å1_VMM71:d.patch,,True
B600S_intermittent,meter,B600S.Å1_VMM71,data_quality,2026-01-08,2026-01-17,Counter degrading: intermittent reads then 3-day flat then backlog flush (234 MWh in one day). Transition period before full offline.,,,True
B600N_shutdown_jul,meter,B600N.Å1_VMM71,outage,2025-07-14,2025-07-21,Counter flat for 6 days — summer shutdown. Self-recovering.,,,True
B600N_flat_jan,meter,B600N.Å1_VMM71,data_quality,2026-01-22,2026-01-23,Single-day flat reading (delta=0). Next day shows 200 MWh (two days accumulated).,,,True
B616_swap,meter,B616.Å1_VMM71,swap,2025-11-05,2025-11-05,Device replacement. Old counter ended at 19693. New device started at 1934. Stitched via rolling_sum derived ref.,B616.Å1_VMM71:d.A|B616.Å1_VMM71:d.B|B616.Å1_VMM71:d,,True
B642_72_offline,meter,B642.Å1_VMM72,outage,2025-07-31,2025-07-31,Counter reset to 0.001 and stayed dead. Patched from child B642.VMM71.,B642.Å1_VMM72:d.patch,,True
B642_72_glitch,meter,B642.Å1_VMM72,data_quality,2025-03-15,2025-03-18,Counter dropped from 25231 to 10890 for 3 days then reverted. Temporary register glitch. Readings excluded via validity split.,B642.Å1_VMM72:d.A|B642.Å1_VMM72:d.B,,True
B642_72_anomaly,meter,B642.Å1_VMM72,unknown,2025-01-01,2025-06-30,B642.VMM72 flow exceeds parent B614.VMM71 by 2-7x during Jan and Apr-Jun. PDF confirms downstream. Suspected undocumented additional steam feed. Needs on-site investigation.,,,False
B613_dead,meter,B613.Å1_VMM71,outage,2025-03-12,2025-03-12,Counter frozen since Mar 12. Leaf meter — cannot patch.,,,True
B641_dead,meter,B641.Å1_VMM71,outage,2025-01-01,2025-01-01,Counter at 0 for entire observation window. Leaf meter — cannot patch.,,,True
B841_dead,meter,B841.Å1_VMM71,outage,2025-01-01,2025-01-01,Counter at 0 for entire observation window. Leaf meter — cannot patch.,,,True
B643_intermittent,meter,B643.Å1_VMM71,data_quality,2025-06-20,2025-07-20,Multiple frozen periods (Jun 20 / Jun 30 / Jul 12). Intermittent meter — reads some weeks then goes flat.,,,True
B833_offline,meter,B833.Å1_VMM71,outage,2026-02-19,2026-02-19,Counter frozen from Feb 19 onwards. Leaf meter — cannot patch.,,,True
B600_north_unmetered,building,B600,unknown,1900-01-01,9999-01-01,B600N north spine has 60% unmetered flow. Only 40% of intake captured by downstream meters (B616/B643/B833/B921). Missing meters or undocumented consumers.,,,False
B600_loss_pct,campus,GTN,data_quality,1900-01-01,9999-01-01,31% of total site steam intake not accounted for by downstream meters. South spine 14% (acceptable). North spine 60% (missing meters).,,,False
